sample_record_identifier,source,date_searched,search_engine,search_terms,type_of_record,language,where_in_text?,doi,specimen record,paper title,life_stage,further_description,uku_present1_absent0,region,island,site,station,habitat_type,latitude_start_dd,longitude_start_dd,latitude_end_dd ,longitude_end_dd ,dms_or_dd,collection_date,collection_month,collection_day,collection_year,cruise_dates,ship_name,cruise_number,sampling_method,sampling_method_mesh_size_um,sampling_method_net_area_m2,sampling_method_net_diamteter_m,sampling_method_net_length_m,sampling method_tow_speed_no_unit,sampling method_tow_speed_unit,sampling_method_tow_time_minutes,sampling_distance_km_per_net_from_distance,sampling_distance_km_per_net_from_time,sampling_method_notes,sampling_method_tow_type,day_night,collection_depth_m_min,collection_depth_m_max,max_cast_depth(m),number_of_individuals,tow_id,number_of_uku_per_Vm^3,V_in_m^3,whole_part_or_DNA?,specimen_location,collected_by_person,identified_by_person,identified_by_insitiution,spawn_peak,avg_fork_length_mm_from_lot,length_mm,length_type,indiv_fork_length_mm,avg_standard_length_from_lot,indiv_standard_length_mm,indiv_total_length_mm,estimated_age_days,growth_model_used,visual_of_larvae,link_to_paper,community_composition,distance_to_shore_nm,prey_items_present_Y_N,which_prey_items,link_to_cruise_ctd_metadata,ctd_latitude,ctd_longitude,ctd_coord_type,ctd_date,notes,temp_at_colllection_depth,sal_at_depth,min_possible_temp,max_possible_temp,do,bottom depth_m,bottom_depth_method,number_of_nonuku_individuals_from tow,LAT_DD_JL,LON_DD_JL,Depth_m_v21_50m,Depth_m_v21_1km,Dist2Shore_m,Near_Island,X_shore,Y_shore,DistTo30m_m,X_30m,Y_30m
TC8504_029,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-16",larv,none,0,Main Hawaiian Islands,Oahu,L1D1,29,"leeward, pelagic",21.373333333,-158.16166666667,,,dmm,9/11/1985,9,11,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_29,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.37333,-158.162,-101.167,-221.842,1687.513,Oahu,-158.147,21.37932,730.9597,-158.156,21.37732
TC8504_030,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-17",larv,none,0,Main Hawaiian Islands,Oahu,L1D1,30,"leeward, pelagic",21.375000000,-158.16333333333,,,dmm,9/11/1985,9,11,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.375,-158.163,-192.006,-64.8323,1747.012,Oahu,-158.152,21.38659,738.5581,-158.158,21.37932
TC8504_033,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-18",larv,none,0,Main Hawaiian Islands,Oahu,L1N2,33,"leeward, pelagic",21.366666667,-158.16000000000,,,dmm,9/11/1985,9,11,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_33,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.36667,-158.16,-346.076,-221.842,1964.259,Oahu,-158.147,21.37923,1082.26,-158.151,21.37102
TC8504_035,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-19",larv,none,0,Main Hawaiian Islands,Oahu,L15D1,35,"leeward, pelagic",21.326666667,-158.38166666667,,,dmm,9/12/1985,9,12,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_35,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.32667,-158.382,-2629.64,-2543.21,22720.95,Oahu,-158.215,21.45968,21075.35,-158.192,21.39516
TC8504_036,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-20",larv,none,0,Main Hawaiian Islands,Oahu,L15D2,36,"leeward, pelagic",21.335000000,-158.38500000000,,,dmm,9/12/1985,9,12,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8504_36,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.335,-158.385,-2544.25,-2570.64,22404.87,Oahu,-158.215,21.45968,21088.36,-158.192,21.39516
TC8504_038,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-21",larv,none,0,Main Hawaiian Islands,Oahu,L15N2,38,"leeward, pelagic",21.350000000,-158.37666666667,,,dmm,9/12/1985,9,12,1985,,Townsend Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8504_38,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.35,-158.377,-2401.92,-2428.36,20714.8,Oahu,-158.215,21.45968,19783.33,-158.192,21.39562
TC8505_001,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-22",larv,none,0,Main Hawaiian Islands,Oahu,W5D1,1,"windward, pelagic",21.505000000,-157.76166666667,,,dmm,12/12/1985,12,12,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.505,-157.762,-211.375,-248.658,4679.224,Oahu,-157.763,21.46276,2778.118,-157.784,21.49098
TC8505_002,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-23",larv,none,0,Main Hawaiian Islands,Oahu,W5N1,2,"windward, pelagic",21.520000000,-157.74333333333,,,dmm,12/12/1985,12,12,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.52,-157.743,-405.812,-518.413,6666.545,Oahu,-157.763,21.46276,5290.855,-157.784,21.49098
TC8505_003,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-24",larv,none,0,Main Hawaiian Islands,Oahu,W5N2,3,"windward, pelagic",21.510000000,-157.74666666667,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_3,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.51,-157.747,-485.489,-377.458,5506.82,Oahu,-157.763,21.46276,4392.909,-157.784,21.49042
TC8505_004,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-25",larv,none,0,Main Hawaiian Islands,Oahu,W5D2,4,"windward, pelagic",21.516666667,-157.75000000000,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.51667,-157.75,-327.729,-346.576,6125.223,Oahu,-157.763,21.46276,4518.855,-157.784,21.49124
TC8505_005,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-26",larv,none,0,Main Hawaiian Islands,Oahu,W2D1,5,"windward, pelagic",21.521666667,-157.79333333333,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.52167,-157.793,-86.5241,-111.737,4275.743,Oahu,-157.834,21.52632,1517.688,-157.808,21.51922
TC8505_006,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-27",larv,none,0,Main Hawaiian Islands,Oahu,W2D2,6,"windward, pelagic",21.516666667,-157.79333333333,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.51667,-157.793,-77.9237,-111.737,4332.517,Oahu,-157.835,21.52267,1320.602,-157.806,21.51391
TC8505_007,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-28",larv,none,0,Main Hawaiian Islands,Oahu,W2N1,7,"windward, pelagic",21.520000000,-157.79000000000,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.52,-157.79,-98.0521,-111.737,4635.873,Oahu,-157.835,21.52267,1760.213,-157.806,21.51425
TC8505_008,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-29",larv,none,0,Main Hawaiian Islands,Oahu,W2N2,8,"windward, pelagic",21.516666667,-157.79000000000,,,dmm,12/13/1985,12,13,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_8,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,21.51667,-157.79,-90.8679,-111.737,4674.069,Oahu,-157.835,21.52267,1511.645,-157.797,21.50474
TC8505_010,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-31",larv,none,0,Main Hawaiian Islands,Oahu,W15D1,10,"windward, pelagic",21.501666667,-157.56833333333,,,dmm,12/14/1985,12,14,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_10,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.52333,-157.562,-1619.67,-1578.79,18110.38,Oahu,-157.722,21.45887,16052.77,-157.708,21.47705
TC8505_011,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-32",larv,none,0,Main Hawaiian Islands,Oahu,W15D2,11,"windward, pelagic",21.510000000,-157.57500000000,,,dmm,12/14/1985,12,14,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_11,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.50167,-157.568,-1280.43,-1250.66,16643.75,Oahu,-157.722,21.45887,14776.7,-157.708,21.47705
TC8505_014,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-33",larv,none,0,Main Hawaiian Islands,Oahu,W15N1,14,"windward, pelagic",21.565000000,-157.53000000000,,,dmm,12/14/1985,12,14,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_14,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.51,-157.575,-1323.54,-1481.47,16279.65,Oahu,-157.722,21.45887,14304.93,-157.708,21.47705
TC8505_015,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-34",larv,none,0,Main Hawaiian Islands,Oahu,W15N2,15,"windward, pelagic",21.361666667,-158.16000000000,,,dmm,12/14/1985,12,14,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.565,-157.53,-2523.95,-2532.31,23130.49,Oahu,-157.722,21.45892,20898.88,-157.708,21.47705
TC8505_021,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-35",larv,none,0,Main Hawaiian Islands,Oahu,L1D1,21,"leeward, pelagic",21.373333333,-158.17000000000,,,dmm,12/16/1985,12,16,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_21,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.36167,-158.16,-439.87,-458,2268.564,Oahu,-158.141,21.3719,1375.285,-158.149,21.36875
TC8505_022,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-36",larv,none,0,Main Hawaiian Islands,Oahu,L1D2,22,"leeward, pelagic",21.346666667,-158.19500000000,,,dmm,12/16/1985,12,16,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_22,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.37333,-158.17,-452.324,-502.908,2364.323,Oahu,-158.155,21.38917,1410.232,-158.158,21.37996
TC8505_023,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-37",larv,none,0,Main Hawaiian Islands,Oahu,L5D1,23,"leeward, pelagic",21.326666667,-158.15500000000,,,dmm,12/16/1985,12,16,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_23,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34667,-158.195,-955.247,-946.776,6159.216,Oahu,-158.172,21.39812,4881.565,-158.182,21.38903
TC8505_024,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-38",larv,none,0,Main Hawaiian Islands,Oahu,L1N1,24,"leeward, pelagic",21.326666667,-158.15500000000,,,dmm,12/16/1985,12,16,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_24,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.32667,-158.155,-438.08,-573.518,3170.003,Oahu,-158.127,21.33845,1466.128,-158.142,21.33191
TC8505_025,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-39",larv,none,0,Main Hawaiian Islands,Oahu,L1N2,25,"leeward, pelagic",21.328333333,-158.19666666667,,,dmm,12/16/1985,12,16,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_25,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.32667,-158.155,-438.08,-573.518,3170.003,Oahu,-158.127,21.33845,1466.128,-158.142,21.33191
TC8505_026,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-40",larv,none,0,Main Hawaiian Islands,Oahu,L5N1,26,"leeward, pelagic",21.345000000,-158.21000000000,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_26,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.32833,-158.197,-1029.75,-1042.26,7227.341,Oahu,-158.129,21.34262,5619.717,-158.143,21.33667
TC8505_027,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-41",larv,none,0,Main Hawaiian Islands,Oahu,L5N2,27,"leeward, pelagic",21.340000000,-158.23166666667,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_27,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.345,-158.21,-1050.3,-969.656,7052.446,Oahu,-158.173,21.39857,5642.582,-158.187,21.39123
TC8505_028,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-42",larv,none,0,Main Hawaiian Islands,Oahu,L5D2,28,"leeward, pelagic",21.346666667,-158.37666666667,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_28,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34,-158.232,-1253.45,-1242.65,8849.809,Oahu,-158.176,21.40042,7270.031,-158.191,21.39323
TC8505_029,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-43",larv,none,0,Main Hawaiian Islands,Oahu,L15D1,29,"leeward, pelagic",21.346666667,-158.41500000000,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_29,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34667,-158.377,-2410.03,-2428.36,20933.45,Oahu,-158.215,21.45968,19880.97,-158.192,21.39562
TC8505_030,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-44",larv,none,0,Main Hawaiian Islands,Oahu,L15D2,30,"leeward, pelagic",21.356666667,-158.37000000000,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8505_30,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34667,-158.415,-1784.14,-1870.26,24236.66,Oahu,-158.215,21.45968,23436.98,-158.225,21.46202
TC8505_031,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-45",larv,none,0,Main Hawaiian Islands,Oahu,L5N2 TC,31,"leeward, pelagic",21.341666667,-158.21666666667,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_31,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.35,-158.225,-1101.22,-1150.21,7562.747,Oahu,-158.176,21.40042,5968.168,-158.191,21.39323
TC8505_032,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-46",larv,none,0,Main Hawaiian Islands,Oahu,L15N1,32,"leeward, pelagic",21.346666667,-158.38000000000,,,dmm,12/17/1985,12,17,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_32,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.35667,-158.37,-2456.22,-2456.27,19722.71,Oahu,-158.215,21.45968,18933.6,-158.192,21.39562
TC8505_033,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-47",larv,none,0,Main Hawaiian Islands,Oahu,L15N2,33,"leeward, pelagic",21.350000000,-158.22500000000,,,dmm,12/18/1985,12,18,1985,,Townsend Cromwell,TC8505,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8505_33,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34667,-158.38,-2431.14,-2428.36,21211.54,Oahu,-158.215,21.45968,20213.8,-158.192,21.39562
TC8602_001,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-48",larv,none,0,Main Hawaiian Islands,Oahu,L5D1,1,"leeward, pelagic",21.315000000,-158.24333333333,,,dmm,4/8/1986,4,8,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8602_1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.34167,-158.217,-1145.37,-1166.96,7746.276,Oahu,-158.173,21.39857,6284.714,-158.188,21.3917
TC8602_002,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-49",larv,none,0,Main Hawaiian Islands,Oahu,L5N1,2,"leeward, pelagic",21.313333333,-158.24333333333,,,dmm,4/8/1986,4,8,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8602_2,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.315,-158.243,-1394.13,-1354.74,11769.07,Oahu,-158.176,21.40042,10242.76,-158.191,21.39323
TC8602_003,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-50",larv,none,0,Main Hawaiian Islands,Oahu,L5N2,3,"leeward, pelagic",21.310000000,-158.23666666667,,,dmm,4/8/1986,4,8,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8602_3,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.31333,-158.243,-1402.9,-1402.98,11914.77,Oahu,-158.173,21.39857,10398.21,-158.189,21.39204
TC8602_005,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-51",larv,none,0,Main Hawaiian Islands,Oahu,L5D2,5,"leeward, pelagic",21.308333333,-158.15500000000,,,dmm,4/9/1986,4,9,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8602_5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,21.31,-158.237,-1383.37,-1402.98,11768.12,Oahu,-158.128,21.34125,10100,-158.143,21.33349
TC8602_006,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-52",larv,none,0,Main Hawaiian Islands,Oahu,L1D1,6,"leeward, pelagic",21.326666667,-158.15333333333,,,dmm,4/9/1986,4,9,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8602_6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.30833,-158.155,-573.61,-611.484,3770.49,Oahu,-158.121,21.3215,2446.476,-158.138,21.32397
TC8602_007,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-53",larv,none,0,Main Hawaiian Islands,Oahu,L1D2,7,"leeward, pelagic",21.323333333,-158.15833333333,,,dmm,4/9/1986,4,9,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8602_7,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.32667,-158.153,-399.381,-213.453,3013.275,Oahu,-158.127,21.33845,1302.105,-158.141,21.33035
TC8602_008,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-54",larv,none,0,Main Hawaiian Islands,Oahu,L1D2 ,8,"leeward, pelagic",21.305000000,-158.15333333333,,,dmm,4/9/1986,4,9,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,,,,,TC8602_8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.32333,-158.158,-510.417,-544.398,3642.276,Oahu,-158.127,21.33845,1919.067,-158.141,21.33013
TC8602_009,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996, none,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-55",larv,none,0,Main Hawaiian Islands,Oahu,L1N1,9,"leeward, pelagic",21.320000000,-158.15500000000,,,dmm,4/9/1986,4,9,1986,,Townsend Cromwell,TC8602,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,,,,,TC8602_9,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,21.305,-158.153,-623.153,-508.711,3714.006,Oahu,-158.119,21.31392,2529.556,-158.131,21.314
